symbol,keep,remove_reason,latest_date,latest_close,avg_amount,avg_turnover,avg_volatility,price_range_60d,recent_20d_return,avg_main_force_score,avg_rainbow_score
688316,True,,2026-05-13,79.31,423971211.3170001,11.316275000000001,0.0555561398049723,0.528125,0.09939007485444962,36.0,37.333333333333336
688222,True,,2026-05-13,29.64,417510993.9951667,3.8289516666666668,0.032684991050914845,0.38670829616413904,0.12742487637885125,20.0,19.666666666666668
688327,True,,2026-05-13,14.14,400803019.8393333,3.3225883333333335,0.03207754811104104,0.41741988496302374,0.09697439875872771,14.333333333333334,15.666666666666666
688248,True,,2026-05-13,64.41,395763104.1856666,1.1566166666666666,0.03869345204864595,0.5378306335862209,0.15533632286995513,15.833333333333334,47.0
688208,True,,2026-05-13,38.5,384596973.69249994,1.6300899999999998,0.02595061039022881,0.2870967741935484,0.06796116504854388,13.5,16.333333333333332
688116,True,,2026-05-13,42.3,376683529.97083324,2.4110183333333337,0.02432667038075238,0.3604019554589897,0.04573547589616789,12.333333333333334,10.0
688328,True,,2026-05-13,68.11,364079766.7671667,8.674035,0.0642595426697006,1.3210831721470018,0.6804835924006909,38.833333333333336,76.66666666666667
688221,True,,2026-05-13,23.72,349522749.6368333,4.399761666666667,0.048352990407978635,0.5622119815668203,0.20406091370558377,22.166666666666668,20.333333333333332
688266,True,,2026-05-13,107.0,340009528.98883337,1.3570983333333333,0.03241767173294526,0.5392809587217045,0.07235919021848058,14.333333333333334,43.666666666666664
688191,True,,2026-05-13,53.74,335826441.8471667,3.2167049999999997,0.05409579097669555,0.5961816603991901,0.323971421532397,22.333333333333332,54.0
688261,True,,2026-05-13,87.88,324736967.3836667,3.25697,0.03463511234621688,0.5503215193659339,0.19989077007099953,16.833333333333332,22.333333333333332
688301,True,,2026-05-13,116.95,315540963.3486667,1.3439316666666665,0.025140909659509207,0.2904109589041095,0.1214998082086689,10.5,37.0
